age,job,marital,education,balance,housing,loan,contact,campaign,pdays,previous,poutcome,purchase
38,technician,married,secondary,3761,no,no,telephone,10,-1,3,other,no
44,services,single,tertiary,4645,yes,no,unknown,6,3,4,unknown,no
48,blue-collar,married,secondary,2966,yes,no,cellular,10,-1,4,success,no
23,student,single,primary,2588,no,no,cellular,6,15,3,unknown,no
44,student,married,tertiary,615,no,no,cellular,1,-1,3,failure,no
57,unemployed,married,secondary,4078,yes,no,cellular,2,-1,2,other,no
51,services,single,tertiary,2090,no,no,cellular,3,28,0,unknown,no
29,management,married,primary,6872,yes,no,telephone,4,-1,1,failure,no
62,blue-collar,married,tertiary,3073,yes,no,cellular,6,7,3,success,yes
70,self-employed,divorced,secondary,2478,yes,no,telephone,9,10,0,other,no
24,retired,married,secondary,8922,yes,no,telephone,2,-1,2,unknown,no
27,technician,married,tertiary,6813,yes,no,cellular,8,-1,5,failure,no
62,blue-collar,married,tertiary,6522,yes,yes,cellular,9,-1,4,unknown,no
34,services,single,tertiary,4475,yes,no,cellular,2,11,2,unknown,yes
43,entrepreneur,single,tertiary,4425,yes,no,telephone,9,-1,2,other,no
38,technician,married,primary,7547,yes,no,unknown,7,-1,3,other,yes
45,admin.,single,primary,7590,no,no,unknown,9,12,1,unknown,no
63,student,married,secondary,7551,no,no,unknown,6,-1,3,unknown,no
19,services,single,tertiary,4792,no,no,cellular,2,9,4,success,no
60,self-employed,married,tertiary,6145,yes,yes,unknown,8,19,3,unknown,yes
18,admin.,married,tertiary,4903,no,no,telephone,10,20,4,unknown,no
68,unemployed,divorced,tertiary,2930,no,no,unknown,9,12,3,failure,no
70,housemaid,married,secondary,1495,yes,no,cellular,8,-1,5,unknown,yes
53,retired,married,tertiary,5530,yes,no,unknown,2,29,1,success,yes
68,retired,married,tertiary,3391,no,no,cellular,8,-1,5,unknown,yes
43,admin.,divorced,secondary,6645,no,no,telephone,3,-1,0,other,no
46,student,married,secondary,7998,no,yes,cellular,3,-1,1,unknown,no
38,unemployed,married,secondary,9054,no,no,cellular,9,29,3,unknown,no
28,entrepreneur,married,secondary,1602,no,yes,cellular,9,5,2,failure,yes
57,student,married,secondary,2530,no,yes,cellular,9,9,0,unknown,no
28,blue-collar,married,secondary,8024,yes,yes,cellular,4,-1,2,unknown,no
53,retired,single,tertiary,7607,yes,no,telephone,7,10,5,failure,no
66,blue-collar,divorced,tertiary,-258,no,no,cellular,8,11,1,unknown,no
56,self-employed,married,tertiary,1384,yes,no,cellular,5,2,0,success,yes
57,technician,married,tertiary,7515,no,no,cellular,1,-1,5,unknown,no
52,management,married,secondary,9124,no,no,cellular,9,-1,3,other,no
51,services,married,secondary,6247,no,no,cellular,6,-1,2,unknown,no
64,unemployed,single,tertiary,7994,no,no,cellular,3,-1,3,failure,yes
41,student,married,secondary,3830,yes,no,cellular,3,-1,4,other,no
39,retired,married,primary,7363,yes,no,telephone,10,-1,0,success,no
22,blue-collar,single,tertiary,2609,yes,no,cellular,1,-1,2,unknown,no
50,housemaid,married,secondary,1686,no,no,cellular,8,-1,1,unknown,no
53,technician,single,primary,1050,no,no,cellular,2,-1,1,unknown,no
64,services,married,secondary,9484,no,no,unknown,1,24,1,unknown,yes
37,services,single,secondary,146,yes,no,cellular,7,-1,5,unknown,yes
36,student,divorced,tertiary,5644,yes,no,cellular,9,-1,1,unknown,no
52,unemployed,single,secondary,4156,no,no,cellular,6,-1,2,unknown,yes
69,entrepreneur,divorced,primary,8404,yes,no,cellular,8,-1,5,success,yes
60,self-employed,married,secondary,37,yes,no,cellular,8,24,4,unknown,no
34,housemaid,married,tertiary,6072,no,no,cellular,9,-1,1,unknown,no
62,self-employed,single,tertiary,-266,no,yes,cellular,7,-1,1,success,no
60,student,married,tertiary,9196,yes,no,cellular,9,28,5,unknown,yes
51,blue-collar,married,secondary,6039,no,no,cellular,9,-1,1,unknown,no
26,management,married,secondary,874,yes,no,telephone,1,-1,4,failure,no
43,admin.,married,tertiary,1409,no,no,unknown,6,-1,5,other,no
19,entrepreneur,married,secondary,8607,yes,no,cellular,8,-1,5,other,no
70,unemployed,married,tertiary,6718,yes,yes,cellular,10,30,0,other,no
26,technician,single,tertiary,-420,no,no,unknown,9,-1,5,success,no
26,entrepreneur,married,tertiary,1583,yes,no,telephone,4,24,1,failure,no
57,retired,married,tertiary,1190,no,yes,cellular,2,30,5,failure,no
34,unemployed,married,secondary,256,no,no,telephone,9,-1,1,unknown,no
18,management,married,tertiary,2170,no,yes,cellular,9,-1,1,other,no
42,retired,single,tertiary,3251,no,no,cellular,8,-1,5,other,no
60,entrepreneur,married,secondary,8159,yes,no,cellular,3,-1,0,other,no
57,admin.,married,primary,4761,no,no,cellular,5,-1,1,failure,no
59,admin.,single,secondary,6352,yes,no,cellular,2,-1,0,unknown,no
42,management,married,secondary,994,yes,yes,cellular,3,-1,0,unknown,no
56,services,married,secondary,5240,no,no,telephone,1,25,5,unknown,no
52,housemaid,married,primary,8711,yes,no,cellular,4,-1,3,unknown,no
20,technician,divorced,secondary,7555,no,no,cellular,5,4,3,unknown,no
67,services,married,tertiary,401,yes,no,cellular,2,22,1,other,no
54,self-employed,married,primary,172,no,no,cellular,3,-1,2,success,yes
61,self-employed,married,secondary,8130,no,no,cellular,6,-1,3,other,yes
61,self-employed,married,secondary,9768,yes,no,unknown,6,-1,5,unknown,no
68,admin.,married,tertiary,-56,no,no,cellular,7,-1,5,failure,no
47,admin.,married,secondary,8657,no,no,cellular,9,-1,3,unknown,no
55,blue-collar,married,tertiary,8155,yes,yes,unknown,4,-1,2,success,no
51,retired,divorced,secondary,1698,yes,no,cellular,5,-1,4,failure,no
29,entrepreneur,single,secondary,1787,no,no,unknown,2,29,1,unknown,no
36,technician,married,tertiary,3508,yes,no,cellular,6,-1,4,failure,no
54,management,single,secondary,8604,yes,no,cellular,4,-1,4,unknown,no
61,entrepreneur,married,secondary,-4,no,no,cellular,5,-1,0,other,no
66,blue-collar,married,secondary,963,yes,yes,cellular,7,-1,0,failure,no
34,admin.,single,secondary,6328,no,no,cellular,6,-1,1,unknown,no
27,management,single,tertiary,3753,no,no,unknown,8,26,2,unknown,no
66,admin.,single,tertiary,-7,no,no,telephone,6,-1,0,success,no
64,technician,married,secondary,4565,yes,yes,telephone,10,-1,3,unknown,no
29,retired,divorced,tertiary,4930,yes,yes,telephone,8,-1,1,unknown,no
33,entrepreneur,married,tertiary,926,yes,yes,cellular,4,-1,5,failure,no
41,entrepreneur,single,secondary,9384,no,no,cellular,7,-1,4,unknown,no
36,self-employed,divorced,secondary,1293,yes,no,cellular,3,-1,1,failure,no
25,services,married,primary,2223,yes,no,telephone,1,-1,5,failure,no
48,self-employed,single,tertiary,158,yes,no,cellular,9,-1,5,unknown,no
38,management,married,tertiary,4261,yes,no,cellular,9,-1,0,failure,no
34,housemaid,married,tertiary,7130,yes,no,unknown,6,-1,5,unknown,no
40,self-employed,married,secondary,8241,no,no,cellular,2,-1,2,unknown,no
54,blue-collar,married,tertiary,8334,yes,no,cellular,8,29,5,failure,no
33,self-employed,divorced,secondary,3850,yes,no,cellular,10,-1,5,unknown,no
23,self-employed,single,tertiary,-293,yes,no,cellular,6,12,4,unknown,no
25,housemaid,married,secondary,3690,no,no,telephone,7,-1,2,unknown,no
42,services,single,secondary,1383,no,no,unknown,1,-1,1,other,no
35,technician,divorced,secondary,2386,yes,no,cellular,3,-1,2,failure,no
42,blue-collar,married,primary,-23,no,no,cellular,1,-1,2,unknown,no
29,self-employed,divorced,secondary,8453,yes,no,telephone,10,-1,1,unknown,no
32,retired,married,secondary,7881,no,yes,cellular,1,-1,4,failure,no
43,housemaid,single,secondary,6354,yes,no,cellular,1,21,5,unknown,no
58,retired,married,secondary,255,no,yes,unknown,4,4,2,unknown,no
62,housemaid,married,tertiary,9138,no,no,telephone,7,-1,2,other,no
43,retired,married,tertiary,4431,no,no,cellular,7,-1,1,unknown,yes
64,housemaid,single,secondary,9355,yes,no,cellular,5,21,3,success,yes
49,retired,married,secondary,5224,yes,no,telephone,6,5,2,failure,no
27,services,married,tertiary,9527,no,no,telephone,2,-1,0,success,yes
33,unemployed,married,secondary,3650,yes,yes,telephone,5,19,5,other,no
24,blue-collar,divorced,secondary,3560,no,yes,cellular,7,-1,5,failure,no
34,management,married,secondary,4265,no,no,unknown,9,-1,4,unknown,no
40,technician,married,secondary,3112,no,no,cellular,6,-1,2,unknown,no
43,student,married,secondary,6053,yes,no,telephone,10,18,1,success,no
38,admin.,married,tertiary,6878,no,yes,cellular,4,25,0,unknown,yes
39,self-employed,single,tertiary,1189,no,no,cellular,3,24,1,unknown,no
24,management,single,tertiary,816,no,no,unknown,9,-1,2,failure,no
31,admin.,married,secondary,6630,yes,yes,cellular,7,24,0,success,yes
32,blue-collar,married,secondary,2686,yes,yes,cellular,6,-1,4,failure,no
70,management,single,secondary,5289,yes,no,telephone,7,-1,4,failure,no
24,retired,married,primary,645,yes,no,cellular,8,-1,4,unknown,no
26,retired,single,tertiary,3894,no,no,telephone,5,-1,3,unknown,no
68,student,single,tertiary,7442,no,no,cellular,3,-1,1,unknown,no
65,admin.,single,secondary,7048,yes,no,cellular,3,-1,2,unknown,yes
25,technician,married,secondary,60,no,no,unknown,2,25,0,failure,no
67,blue-collar,married,secondary,1412,yes,no,cellular,8,-1,5,unknown,no
40,retired,divorced,tertiary,1364,yes,no,unknown,1,-1,5,failure,yes
46,self-employed,married,primary,-204,yes,yes,cellular,8,24,1,success,no
35,unemployed,single,primary,1909,yes,no,telephone,3,-1,2,unknown,no
48,services,married,tertiary,7130,no,no,cellular,9,-1,3,other,yes
47,services,single,secondary,961,yes,no,cellular,2,3,2,other,yes
69,housemaid,married,primary,3792,no,no,unknown,10,-1,1,unknown,no
56,technician,married,tertiary,1768,yes,no,cellular,9,4,2,unknown,yes
52,services,married,secondary,494,no,no,telephone,6,-1,5,other,no
35,housemaid,single,secondary,6054,yes,no,telephone,1,18,5,other,no
59,admin.,single,secondary,-493,yes,no,telephone,5,-1,0,unknown,no
56,retired,married,secondary,2015,yes,no,unknown,10,-1,3,unknown,no
34,retired,married,secondary,917,yes,no,cellular,9,-1,5,failure,no
31,self-employed,single,tertiary,1816,yes,no,cellular,6,-1,0,unknown,no
48,unemployed,married,secondary,6858,no,no,cellular,7,2,3,unknown,yes
41,management,married,secondary,3432,no,yes,cellular,4,25,5,unknown,no
52,services,married,secondary,5704,no,no,cellular,1,8,3,unknown,no
61,admin.,married,tertiary,787,yes,no,cellular,5,-1,2,unknown,yes
62,entrepreneur,married,tertiary,618,yes,no,cellular,2,25,0,failure,no
51,services,married,secondary,8244,yes,yes,cellular,8,-1,3,failure,yes
20,technician,married,primary,7137,no,yes,cellular,4,-1,3,unknown,no
54,self-employed,married,primary,160,no,no,telephone,1,-1,2,unknown,no
60,management,married,secondary,8407,no,no,cellular,10,-1,5,unknown,yes
57,services,married,secondary,6422,no,no,cellular,7,17,5,other,yes
43,admin.,married,tertiary,7604,yes,no,unknown,2,-1,1,unknown,no
40,services,single,tertiary,5837,yes,yes,cellular,3,-1,1,failure,no
61,technician,married,primary,2029,yes,no,unknown,9,7,5,unknown,no
56,entrepreneur,married,primary,3470,yes,no,cellular,9,22,4,other,yes
32,blue-collar,married,tertiary,2907,yes,no,cellular,2,21,4,unknown,no
66,student,married,tertiary,9150,yes,no,telephone,3,-1,3,other,no
21,entrepreneur,married,secondary,8546,no,no,telephone,9,-1,5,unknown,no
46,housemaid,married,secondary,6916,no,yes,cellular,1,-1,1,other,yes
39,services,single,secondary,4260,no,no,unknown,2,-1,3,unknown,no
42,retired,married,tertiary,1397,no,yes,cellular,2,22,0,unknown,no
30,unemployed,divorced,tertiary,5864,yes,yes,cellular,10,25,1,unknown,no
35,retired,married,tertiary,7964,yes,no,cellular,3,22,1,unknown,yes
50,entrepreneur,married,secondary,3587,no,no,cellular,10,-1,1,failure,no
33,retired,married,tertiary,8964,yes,no,cellular,3,18,4,unknown,no
62,admin.,married,secondary,3874,yes,no,unknown,10,26,2,unknown,no
59,retired,married,secondary,7107,yes,no,cellular,2,-1,2,failure,no
61,management,single,tertiary,3519,yes,no,cellular,8,-1,4,unknown,no
19,blue-collar,married,tertiary,315,yes,no,cellular,8,12,5,unknown,no
52,services,divorced,primary,6755,yes,no,unknown,8,-1,5,failure,no
59,self-employed,single,secondary,422,yes,no,unknown,2,30,4,failure,no
51,retired,married,secondary,4367,no,yes,telephone,9,-1,4,other,no
47,technician,married,secondary,764,yes,yes,unknown,7,6,5,failure,no
30,self-employed,married,secondary,3224,yes,no,telephone,5,13,2,unknown,no
30,blue-collar,married,tertiary,2222,yes,no,unknown,7,-1,3,unknown,no
35,blue-collar,married,tertiary,4855,yes,no,telephone,8,18,4,other,yes
49,retired,married,primary,2050,no,no,cellular,9,-1,3,failure,no
49,blue-collar,married,secondary,4819,no,no,cellular,2,-1,3,unknown,no
52,self-employed,married,primary,6186,no,no,cellular,6,-1,0,other,no
56,unemployed,divorced,secondary,1173,yes,no,cellular,9,-1,2,failure,no
63,retired,single,primary,4087,no,no,cellular,6,8,3,other,yes
69,admin.,divorced,secondary,4853,no,no,cellular,2,24,2,unknown,yes
46,entrepreneur,married,secondary,6357,yes,no,unknown,1,-1,2,success,no
66,management,married,secondary,1166,yes,no,cellular,3,-1,0,other,no
46,student,married,primary,4011,yes,no,telephone,5,-1,5,unknown,no
70,housemaid,married,secondary,9887,no,no,telephone,7,4,2,success,yes
61,blue-collar,married,secondary,5672,no,no,unknown,10,27,3,unknown,no
33,admin.,single,tertiary,884,yes,yes,unknown,10,-1,5,other,no
61,services,single,secondary,3903,no,no,telephone,3,-1,5,failure,no
64,services,married,secondary,3454,yes,no,cellular,9,-1,1,success,no
27,housemaid,married,secondary,5805,yes,yes,cellular,10,-1,3,success,no
47,management,married,secondary,7752,no,no,cellular,4,7,3,failure,no
42,blue-collar,married,primary,6738,no,no,telephone,10,-1,2,success,no
56,unemployed,married,tertiary,6481,yes,no,unknown,2,1,3,other,no
37,housemaid,married,secondary,5526,yes,no,telephone,3,22,1,success,no
22,management,married,primary,6109,yes,no,cellular,5,12,2,unknown,yes
18,blue-collar,divorced,secondary,9982,yes,no,cellular,3,12,4,unknown,yes
47,self-employed,married,secondary,8164,no,no,cellular,5,24,3,unknown,no
66,admin.,single,secondary,458,no,no,cellular,4,30,3,unknown,no
20,entrepreneur,married,secondary,8224,no,no,cellular,10,-1,0,unknown,no
62,unemployed,married,secondary,-7,yes,yes,cellular,3,-1,4,success,no
31,self-employed,married,primary,6542,no,yes,telephone,6,-1,4,failure,no
47,self-employed,married,tertiary,-419,yes,no,cellular,8,12,1,failure,no
67,student,married,secondary,6499,no,yes,cellular,4,-1,4,unknown,no
21,services,single,tertiary,2470,no,no,unknown,9,-1,0,unknown,no
35,technician,single,tertiary,-489,no,no,cellular,6,-1,1,unknown,no
54,admin.,married,primary,7324,yes,no,cellular,5,7,4,other,no
42,services,married,primary,261,yes,no,cellular,3,-1,1,unknown,no
65,retired,divorced,secondary,2685,yes,no,cellular,5,-1,4,failure,no
18,self-employed,married,tertiary,-475,no,no,cellular,5,-1,4,unknown,no
70,technician,married,tertiary,1306,yes,yes,cellular,4,8,5,unknown,no
63,services,married,tertiary,6151,yes,no,cellular,6,-1,4,failure,no
32,management,single,secondary,5164,yes,no,cellular,3,-1,3,success,no
26,unemployed,divorced,secondary,4654,no,yes,cellular,10,1,4,unknown,no
32,services,married,tertiary,5324,yes,no,unknown,1,-1,3,unknown,no
66,student,single,secondary,3159,no,yes,cellular,7,-1,2,other,no
41,entrepreneur,single,secondary,1025,no,no,unknown,7,-1,5,other,no
21,management,married,tertiary,260,no,no,cellular,4,-1,0,unknown,no
29,admin.,married,secondary,94,yes,no,cellular,9,13,1,other,no
54,admin.,married,tertiary,6692,yes,no,telephone,2,-1,1,failure,no
54,admin.,divorced,tertiary,555,yes,no,cellular,1,-1,2,unknown,no
60,admin.,married,primary,9546,yes,yes,cellular,3,12,4,unknown,yes
23,entrepreneur,single,secondary,2583,yes,no,telephone,7,5,0,success,no
56,services,married,secondary,3175,no,no,cellular,9,-1,2,other,no
63,blue-collar,single,tertiary,9740,yes,no,telephone,2,-1,2,other,no
41,services,married,tertiary,9150,no,no,unknown,6,17,1,unknown,no
28,self-employed,married,primary,5457,yes,no,cellular,3,11,3,other,no
30,retired,single,secondary,4755,no,no,cellular,5,-1,3,unknown,no
51,unemployed,single,secondary,8911,no,no,cellular,9,1,4,unknown,no
42,technician,single,primary,3728,no,no,unknown,3,-1,4,unknown,no
24,blue-collar,married,secondary,3681,no,no,telephone,1,-1,2,unknown,no
69,blue-collar,single,tertiary,9191,no,no,unknown,5,-1,4,unknown,no
21,self-employed,married,secondary,1330,no,no,cellular,1,-1,3,unknown,no
25,services,married,secondary,2895,yes,no,telephone,8,-1,0,unknown,no
37,blue-collar,married,secondary,703,yes,no,cellular,7,-1,1,unknown,no
46,housemaid,married,secondary,2310,yes,no,cellular,2,-1,3,failure,no
70,housemaid,married,tertiary,2592,yes,yes,unknown,9,-1,5,success,yes
68,retired,divorced,primary,2544,yes,no,cellular,5,-1,4,unknown,no
62,technician,married,secondary,5571,yes,no,unknown,7,-1,1,unknown,no
63,student,single,tertiary,6772,yes,yes,cellular,4,10,5,unknown,no
27,entrepreneur,married,secondary,4173,yes,no,telephone,1,-1,1,unknown,no
60,services,married,tertiary,3014,yes,no,cellular,8,6,2,unknown,no
51,entrepreneur,married,secondary,9490,no,no,cellular,1,-1,4,unknown,no
43,student,divorced,primary,5692,yes,no,cellular,3,-1,2,other,yes
58,services,single,tertiary,-356,no,no,cellular,6,-1,1,unknown,no
66,services,divorced,tertiary,7007,yes,yes,cellular,8,26,2,unknown,no
20,technician,divorced,tertiary,4357,no,no,telephone,8,-1,4,unknown,no
23,entrepreneur,married,tertiary,877,no,no,cellular,2,-1,3,unknown,no
22,housemaid,married,primary,2646,no,no,cellular,9,-1,0,unknown,no
22,admin.,single,tertiary,9517,no,no,cellular,4,26,5,unknown,no
64,entrepreneur,married,primary,4524,yes,no,cellular,4,30,3,success,yes
40,unemployed,married,secondary,293,no,no,telephone,2,-1,1,success,yes
66,unemployed,married,secondary,9293,no,no,unknown,1,-1,3,unknown,no
26,services,married,tertiary,5256,no,no,cellular,10,-1,2,failure,no
52,admin.,married,secondary,3914,no,no,cellular,7,-1,4,unknown,no
37,management,married,tertiary,610,yes,no,telephone,10,-1,3,failure,no
66,student,married,secondary,5172,no,no,cellular,3,20,3,other,yes
59,retired,married,tertiary,3553,yes,no,cellular,4,9,4,failure,yes
52,admin.,married,secondary,3437,no,no,cellular,9,-1,2,failure,no
67,retired,married,secondary,3463,yes,no,cellular,6,-1,0,success,no
35,entrepreneur,single,secondary,4442,no,no,cellular,1,-1,3,unknown,no
34,entrepreneur,married,primary,5397,yes,no,cellular,9,-1,5,other,yes
41,retired,married,secondary,8474,yes,no,cellular,9,-1,1,unknown,no
20,student,single,secondary,616,no,no,cellular,5,-1,2,unknown,no
49,admin.,married,tertiary,1250,no,no,cellular,8,-1,2,unknown,no
52,management,married,tertiary,3527,no,yes,cellular,7,-1,3,unknown,no
55,services,single,secondary,5245,yes,no,cellular,8,15,5,unknown,no
30,technician,married,secondary,4564,yes,no,cellular,9,-1,4,failure,no
64,entrepreneur,single,secondary,9179,no,no,unknown,2,-1,3,success,no
42,unemployed,single,primary,5438,no,no,cellular,10,-1,3,unknown,yes
26,student,single,secondary,2897,no,no,telephone,5,-1,4,success,no
21,technician,married,secondary,7765,yes,no,cellular,8,27,1,unknown,no
31,management,married,secondary,859,no,no,telephone,3,18,4,unknown,no
54,blue-collar,married,secondary,8783,yes,no,cellular,6,-1,3,other,no
51,self-employed,married,tertiary,4353,yes,no,cellular,6,6,0,failure,no
28,services,married,secondary,1441,yes,no,telephone,7,-1,4,unknown,no
58,entrepreneur,married,secondary,2648,yes,no,cellular,3,30,1,unknown,no
20,services,married,secondary,7433,no,no,telephone,8,-1,4,unknown,no
45,technician,married,secondary,8936,yes,yes,cellular,8,-1,4,other,no
46,services,married,secondary,785,yes,no,unknown,9,-1,2,success,no
26,self-employed,married,tertiary,5974,yes,no,telephone,8,16,2,other,no
20,blue-collar,single,tertiary,270,yes,no,unknown,3,-1,3,other,no
42,technician,married,primary,1343,no,no,cellular,6,6,3,success,no
51,entrepreneur,married,tertiary,-427,yes,no,cellular,9,-1,4,success,no
29,admin.,divorced,tertiary,1160,yes,no,telephone,1,24,0,other,yes
59,unemployed,married,secondary,3849,no,no,unknown,3,-1,5,unknown,no
26,technician,married,tertiary,6602,no,no,unknown,2,23,3,unknown,no
32,housemaid,married,tertiary,7500,no,no,cellular,8,-1,4,failure,yes
57,blue-collar,single,tertiary,8511,yes,no,telephone,6,-1,4,unknown,no
42,technician,married,secondary,3318,no,no,cellular,10,28,5,unknown,no
22,technician,married,secondary,-169,no,no,cellular,8,30,4,unknown,yes
28,housemaid,married,tertiary,921,no,no,cellular,2,1,5,unknown,no
51,entrepreneur,single,tertiary,7012,no,yes,cellular,6,-1,5,other,no
41,technician,married,primary,6390,yes,no,unknown,7,-1,4,failure,no
32,unemployed,married,secondary,4431,no,no,cellular,8,-1,4,other,no
55,services,single,secondary,9383,yes,no,cellular,9,-1,2,other,no
25,entrepreneur,married,secondary,5525,yes,no,cellular,5,-1,5,unknown,no
22,unemployed,single,tertiary,3908,yes,no,cellular,3,-1,1,unknown,yes
65,entrepreneur,married,secondary,4613,yes,yes,cellular,2,6,5,other,yes
43,unemployed,single,secondary,7919,no,no,cellular,8,6,1,unknown,no
35,self-employed,married,primary,2381,no,no,cellular,1,-1,4,unknown,no
23,blue-collar,single,secondary,2365,no,no,telephone,10,-1,3,failure,no
54,unemployed,divorced,tertiary,2075,no,yes,unknown,6,-1,0,unknown,no
65,retired,married,secondary,5685,yes,no,cellular,2,3,4,success,yes
30,unemployed,married,tertiary,8156,yes,yes,cellular,3,-1,0,unknown,no
45,admin.,married,tertiary,5241,no,no,cellular,8,-1,2,failure,no
22,admin.,married,primary,-223,no,no,telephone,1,-1,1,other,no
30,student,married,primary,-435,yes,no,cellular,6,-1,2,unknown,no
34,retired,married,secondary,3762,no,no,cellular,3,11,3,unknown,no
67,retired,married,secondary,5204,yes,no,cellular,6,5,3,failure,yes
57,services,married,secondary,8094,yes,no,unknown,3,-1,5,unknown,no
62,retired,married,tertiary,7489,yes,no,cellular,8,-1,4,unknown,no
49,services,single,primary,5755,yes,yes,cellular,5,28,5,failure,no
46,student,married,secondary,6941,no,no,unknown,4,-1,3,unknown,no
68,student,married,tertiary,4192,no,no,telephone,9,18,3,unknown,no
20,blue-collar,married,secondary,3919,yes,no,telephone,5,5,5,other,no
57,admin.,married,tertiary,7460,no,no,cellular,4,11,2,unknown,no
51,unemployed,married,primary,5578,no,no,unknown,8,-1,0,unknown,yes
57,unemployed,married,secondary,937,yes,no,telephone,8,-1,1,unknown,no
44,housemaid,married,secondary,8120,yes,no,unknown,8,22,3,unknown,no
30,housemaid,single,secondary,6532,no,no,telephone,4,-1,5,success,no
62,management,married,tertiary,5231,no,no,telephone,1,-1,3,success,yes
50,entrepreneur,single,secondary,2878,no,no,cellular,2,-1,2,unknown,no
23,blue-collar,single,secondary,8084,yes,no,cellular,4,-1,1,unknown,no
41,management,single,secondary,5847,no,no,telephone,10,13,2,failure,no
36,management,divorced,secondary,5901,yes,no,cellular,2,-1,0,other,no
33,technician,married,tertiary,6129,yes,no,cellular,10,20,2,unknown,no
57,technician,married,tertiary,4041,yes,no,cellular,3,12,1,failure,no
45,management,single,secondary,7376,yes,no,telephone,9,-1,1,failure,no
50,retired,married,tertiary,8033,yes,no,cellular,9,-1,3,unknown,no
65,entrepreneur,married,tertiary,7824,yes,yes,telephone,9,11,0,unknown,no
58,blue-collar,single,secondary,-236,yes,no,cellular,7,-1,4,unknown,no
30,management,single,secondary,9377,no,no,cellular,4,28,3,unknown,yes
60,self-employed,divorced,tertiary,934,yes,no,cellular,1,8,5,other,yes
62,unemployed,divorced,primary,4827,yes,no,cellular,3,-1,2,unknown,no
42,entrepreneur,single,secondary,4597,yes,yes,cellular,8,20,2,failure,no
70,technician,married,secondary,1160,yes,no,cellular,4,-1,1,unknown,no
59,unemployed,single,secondary,5192,no,no,cellular,10,-1,5,unknown,no
53,technician,married,tertiary,1854,yes,no,unknown,10,8,1,unknown,no
44,technician,married,secondary,7957,no,no,cellular,2,19,5,unknown,yes
55,entrepreneur,single,secondary,5961,yes,no,telephone,8,-1,1,success,no
24,technician,married,tertiary,8828,yes,no,cellular,7,-1,4,unknown,no
22,self-employed,married,tertiary,6544,no,no,cellular,10,-1,4,other,yes
60,student,married,secondary,4997,no,no,cellular,9,-1,3,other,yes
62,admin.,single,secondary,4049,yes,no,telephone,2,-1,4,failure,no
68,student,married,tertiary,5834,no,no,telephone,5,-1,5,unknown,no
48,admin.,single,secondary,5510,yes,no,telephone,6,-1,1,unknown,no
40,housemaid,married,secondary,4426,no,no,cellular,2,22,5,success,no
59,housemaid,single,primary,9082,no,no,telephone,2,-1,3,success,no
27,technician,single,secondary,8804,no,no,cellular,10,-1,3,unknown,yes
49,blue-collar,married,tertiary,9926,no,no,cellular,4,17,0,failure,yes
60,blue-collar,married,primary,5565,yes,no,cellular,8,8,4,unknown,no
70,admin.,married,secondary,1679,no,no,cellular,5,25,2,unknown,yes
47,unemployed,divorced,secondary,4467,yes,yes,cellular,9,-1,2,unknown,no
56,entrepreneur,single,tertiary,134,yes,yes,telephone,4,-1,0,unknown,no
48,technician,divorced,primary,3131,yes,no,cellular,3,-1,1,other,no
35,entrepreneur,married,primary,9091,yes,no,cellular,10,-1,0,unknown,no
53,student,single,tertiary,9557,no,no,cellular,8,-1,1,failure,no
19,blue-collar,single,secondary,9647,no,yes,telephone,1,-1,4,failure,no
31,retired,single,tertiary,4177,no,no,cellular,9,-1,4,success,yes
30,student,divorced,secondary,1718,yes,no,cellular,4,-1,3,unknown,no
46,self-employed,married,secondary,889,yes,no,telephone,9,1,3,unknown,no
29,student,married,secondary,3776,no,no,cellular,8,-1,3,success,yes
56,admin.,single,secondary,749,yes,no,cellular,3,3,3,unknown,no
19,self-employed,single,tertiary,7140,no,no,cellular,3,-1,2,other,no
49,services,married,secondary,5212,no,no,cellular,9,-1,3,unknown,yes
30,student,married,secondary,745,no,yes,telephone,3,-1,3,failure,no
63,self-employed,married,secondary,7745,yes,yes,cellular,4,-1,3,unknown,yes
44,technician,married,tertiary,-58,no,yes,cellular,9,-1,1,unknown,no
66,management,married,tertiary,6476,yes,no,cellular,4,2,5,success,yes
58,management,single,secondary,4175,no,no,cellular,3,17,3,unknown,yes
34,technician,single,secondary,7453,yes,no,unknown,7,-1,0,failure,no
57,services,married,secondary,3877,yes,yes,cellular,6,-1,3,unknown,no
48,services,married,primary,6558,yes,no,cellular,1,29,3,unknown,no
51,admin.,married,tertiary,322,no,no,telephone,10,-1,2,unknown,no
41,blue-collar,married,tertiary,2439,yes,no,telephone,8,-1,5,success,no
62,entrepreneur,single,tertiary,6596,yes,yes,unknown,1,-1,3,unknown,no
52,services,divorced,secondary,5265,yes,yes,cellular,4,8,5,failure,yes
65,retired,married,tertiary,531,no,no,unknown,6,-1,1,unknown,no
23,admin.,single,tertiary,9708,no,no,cellular,6,-1,4,unknown,no
36,housemaid,single,secondary,62,no,no,cellular,7,-1,5,unknown,no
47,unemployed,single,secondary,-160,no,no,cellular,5,-1,5,unknown,yes
24,housemaid,married,tertiary,4067,yes,no,telephone,5,-1,3,failure,no
27,admin.,divorced,primary,7362,yes,no,cellular,4,7,3,unknown,no
58,self-employed,married,secondary,1796,no,no,cellular,6,-1,3,failure,no
